Parameters: V_min=1, V_max=80, V_step=0.25 | R_min=1000, R_max=2000, R_step=50 | qT=1, kappa=0.9, R_ext=500, cT=0.18, i0=0, tc=30, lam=0.12, tmax=500, dt=0.0001, (Increasing V_ext)
V_ext,R_ext,spike_count,x_min,x_max,x_f,T'_f,V_f,V'_f
17.75,1150,85,-0.95158789878712,-0.300816387426649,-0.356327061844187,-0.0298757410370561,0.143847817369482,-1.78677221373355
18,1150,85,-0.951458223262011,-0.299780828857817,-0.301415598977844,-0.0266472317553972,0.471498313182979,-6.71101925268495
18.25,1150,85,-0.951322039911525,-0.298749043834874,-0.944439176007772,-0.00209989790565101,1.34838580304635,-2.16131955716106
18.5,1150,86,-0.951181353431024,-0.297753004264991,-0.905730469080772,0.00115165736626735,1.95241496534564,-2.53356464898213
18.75,1150,87,-0.951033425023344,-0.296746790976771,-0.942807640877715,-0.00176010444495832,1.43362239119226,-2.23643160831567
19,1150,88,-0.950879754779104,-0.295751262652677,-0.297864344742174,-0.0356497784288647,0.262307028094625,-4.51955860080218
19.25,1150,88,-0.950717328361024,-0.294747222471958,-0.299121217758475,-0.0365582618362392,0.230032737517412,-4.01834746182912
19.5,1150,88,-0.95054748373659,-0.293766629148635,-0.943026893941804,-0.00205578797297027,1.42342658771756,-2.30518554327134
19.75,1150,89,-0.950369683225657,-0.292806684882127,-0.931299984891414,-0.000279971983596985,1.76232408266038,-2.48848715916387
20,1150,90,-0.950180811555596,-0.291838887900163,-0.705174547398257,-0.010547536763183,0.561410498210402,-2.10769254717322
20.25,1150,90,-0.950127058624041,-0.290877105055467,-0.949218766161027,-0.00529362793697121,0.996228310428208,-2.28709636527557
20.5,1150,91,-0.949768259716347,-0.289920981881692,-0.332189252731459,-0.0341580766828461,0.141896208803276,-1.75845611224683
20.75,1150,91,-0.949540373591141,-0.288964608222927,-0.403795659611861,-0.0257911286709281,0.18570308603683,-1.42086108842371
21,1150,91,-0.949319961738809,-0.288023760831238,-0.937801944583171,-0.00137497622045118,1.6234671912438,-2.56661232979245
21.25,1150,92,-0.949035091772739,-0.28708091629775,-0.944501721768355,-0.00303709743681819,1.34607290943644,-2.50755237162163
21.5,1150,93,-0.948750291521337,-0.28614162893592,-0.657939656587588,0.00679432712609062,2.22939839856087,-3.74235315768306
21.75,1150,92,-0.948435805822515,-0.285200028119462,-0.946159479067471,-0.00382865154958552,1.24253866784478,-2.56616821539847
22,1150,93,-0.948095811545579,-0.284269631694783,-0.946044501621617,-0.00383128191872136,1.25043750289543,-2.61393012953517
22.25,1150,94,-0.947713485140792,-0.283335158911931,-0.723730468394418,0.00422639600670149,2.23225987548798,-3.50308809378666
22.5,1150,93,-0.947278602454517,-0.282397455047911,-0.802343315163983,-0.0071248197140919,0.864341320806686,-2.61433185165218
22.75,1150,94,-0.947223806265001,-0.281463417478368,-0.53156603006571,-0.016652153121308,0.378499679384591,-1.95797776163028
23,1150,94,-0.94645848973021,-0.280522843473257,-0.574975493044412,-0.0143505297653978,0.460239400901949,-2.16322709917616
23.25,1150,94,-0.945892639013665,-0.279576024336562,-0.875640363442351,-0.00517980901821047,1.08409218729261,-2.85926481892658
23.5,1150,94,-0.945459011636422,-0.278619416660279,-0.809671369256593,0.00183300337201795,2.18578525294361,-3.46529928541273
23.75,1150,95,-0.943442429191465,-0.277647550859957,-0.428398080977708,-0.0243124072142794,0.241498393997823,-1.55578643407639
24,1150,94,-0.942021984129214,-0.2766508850053,-0.868020309535114,-0.00427000983862363,1.2090281633959,-3.11067275700001
24.25,1150,94,-0.9415577000022,-0.275611125974021,-0.900412050097912,2.16978216883531e-05,2.00959329925449,-3.49927106786727
24.5,1150,95,-0.92214815239947,-0.274926569796102,-0.524239596369984,-0.0173243552646763,0.406599775351278,-2.11656263540966
24.75,1150,108,-0.875793491349697,-0.288192224871099,-0.698861043565474,0.0004315526821466,1.71655135353008,-4.54221298998859
25,1150,1,-0.758441091717617,-0.319495850547512,-0.580269368245798,-0.00083282343074054,1.47825824742034,-5.65512372208842
25.25,1150,0,-0.697580780863933,-0.350222460691759,-0.49815436374484,-0.0255099082399203,0.439660903741249,-3.26142674105561
25.5,1150,0,-0.649991679797225,-0.381962077455005,-0.416569381364653,-0.0345062744402346,0.454197733662841,-5.07651737791482
25.75,1150,0,-0.594893220144533,-0.415259187631579,-0.496792854771615,-0.0256911597111739,0.596299508325938,-4.94912523868256
26,1150,0,-0.532894999554536,-0.460960355785302,-0.495194983232757,-0.0237756086382433,0.683837656579075,-5.55071199366289
26.25,1150,0,-0.49519494958385,-0.492008702117165,-0.493629078751588,-0.0238866477528141,0.68017294770962,-5.51828825208595
26.5,1150,0,-0.493629078713171,-0.489982010819933,-0.491798806357237,-0.0240132655751617,0.676527874702296,-5.49077754210896
26.75,1150,0,-0.491798806331044,-0.488217775164536,-0.489984371997893,-0.0241385333781065,0.672925437819054,-5.46353929218627
27,1150,0,-0.489984371971643,-0.486467334822164,-0.488185463723646,-0.0242624767035759,0.669364544497046,-5.43656787419527
27.25,1150,0,-0.488185463697396,-0.484730475923936,-0.486401783407621,-0.024385114545289,0.665844344505247,-5.40985895850302
27.5,1150,0,-0.486401783381372,-0.483006981912398,-0.484633041512687,-0.0245064654782846,0.662364012300049,-5.38340830353173
27.75,1150,0,-0.484633041486437,-0.481296640552258,-0.48287895682361,-0.0246265476405704,0.658922747090998,-5.35721175897804
28,1150,0,-0.48287895679736,-0.479599243788523,-0.481139256128777,-0.0247453787479729,0.655519771849919,-5.33126526353657
28.25,1150,0,-0.481139256102527,-0.477914587742202,-0.479413673921025,-0.0248629761070068,0.652154332411725,-5.3055648428804
